author,local_guide_info,rating,review,date_text,text_backup
Jose Antonio,Local Guide · 59 reseñas · 48 fotos,4 estrellas,"Un clásico en Madrid, en el que retrocedes a los 60, donde te puedes tomar una buena hamburguesa y acabar con un gintonic. Servicio amable. Mejor reservar para poder sentarse.",Hace 6 años,"Jose Antonio
Local Guide · 59 reseñas · 48 fotos






Hace 6 años
Un clásico en Madrid, en el que retrocedes a los 60, donde te puedes tomar una buena hamburguesa y acabar con un gintonic. Servicio amable. Mejor reservar para poder sentarse.

Me gusta

Compartir"
Carolina,Local Guide · 504 reseñas · 1.405 fotos,2 estrellas,El desayuno por el precio que tiene no nos entusiasmó... Un té verde 3.20€?? Una pena.,Hace un año,"Carolina
Local Guide · 504 reseñas · 1.405 fotos






Hace un año
El desayuno por el precio que tiene no nos entusiasmó... Un té verde 3.20€?? Una pena.

Me gusta

Compartir"
Ro Ra,Local Guide · 63 reseñas · 245 fotos,4 estrellas,"Se está convirtiendo en un mítico de las hamburguesas, el local es una antigua cafetería de la zona, mantiene el mobiliario. La comida y el trato genial. Las mesas son bastante incómodas ya que son muy pequeñas.",Hace 7 años,"Ro Ra
Local Guide · 63 reseñas · 245 fotos






Hace 7 años
Se está convirtiendo en un mítico de las hamburguesas, el local es una antigua cafetería de la zona, mantiene el mobiliario. La comida y el trato genial. Las mesas son bastante incómodas ya que son muy pequeñas.

Me gusta

Compartir"
Marta Domínguez,9 reseñas,4 estrellas,"excelente sitio, muy agradable, con ricas hamburguesas y  buenos desayunos,  pero la música ambiental de dentro podría estar mucho mejor.  Es demasiado estridente y ruidosa, creo que seria mejor una música ambiental a un volumen normal.  Se dificulta la comunicación mucho.  Creo que seria una mejora a implementar",Hace 10 meses,"Marta Domínguez
9 reseñas






Hace 10 meses
excelente sitio, muy agradable, con ricas hamburguesas y  buenos desayunos,  pero la música ambiental de dentro podría estar mucho mejor.  Es demasiado estridente y ruidosa, creo que seria mejor una música ambiental a un volumen normal.  Se dificulta la comunicación mucho.  Creo que seria una mejora a implementar
Comida: 4
Servicio: 4
Ambiente: 3

Me gusta

Compartir"
Carlota Gutierrez,1 reseña,5 estrellas,"El mejor bar/cafetería de Chamberí, ambiente auténtico, conserva la estética de los 60 con la que fue fundada esta casa. Comida para disfrutar, buen gusto por la música, trato inmejorable.",Hace 9 meses,"Carlota Gutierrez
1 reseña






Hace 9 meses
El mejor bar/cafetería de Chamberí, ambiente auténtico, conserva la estética de los 60 con la que fue fundada esta casa. Comida para disfrutar, buen gusto por la música, trato inmejorable.

Me gusta

Compartir"
miautito,Local Guide · 238 reseñas · 216 fotos,3 estrellas,El local esta bastante bien. Aunque últimamente los platos están un poco preparados a la carrera. Otras veces has estado mejor.,Hace 6 años,"miautito
Local Guide · 238 reseñas · 216 fotos






Hace 6 años
El local esta bastante bien. Aunque últimamente los platos están un poco preparados a la carrera. Otras veces has estado mejor.

1

Compartir"
Oscar A. Mella,Local Guide · 600 reseñas · 1.394 fotos,3 estrellas,"Un sitio muy chulo con un salón está decorado con estilo antiguo.
El café estaba bien preparado y las tostadas ok, peor eso el precio está en otro escalón habitual a una cafetería.",Hace 11 meses,"Oscar A. Mella
Local Guide · 600 reseñas · 1.394 fotos






Hace 11 meses
Un sitio muy chulo con un salón está decorado con estilo antiguo.
El café estaba bien preparado y las tostadas ok, peor eso el precio está en otro escalón habitual a una cafetería.

Me gusta

Compartir"
alex pozo,1 reseña,5 estrellas,Buen ambiente todo genial el Camrero y Adiel muy atento,Hace 2 meses,"alex pozo
1 reseña






Hace 2 meses
Buen ambiente todo genial el Camrero y Adiel muy atento
Comida: 5
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Javier Castelló,Local Guide · 531 reseñas · 406 fotos,4 estrellas,"Un lugar fantástico para desayunar, aunque tal vez tengas que madrugar un poco más para que la tortilla esté en su punto.",Hace 6 meses,"Javier Castelló
Local Guide · 531 reseñas · 406 fotos






Hace 6 meses
Un lugar fantástico para desayunar, aunque tal vez tengas que madrugar un poco más para que la tortilla esté en su punto.
Servicio
Comí allí
Tipo de comida
Desayuno
Precio por persona
1-10 €
Comida: 4
Servicio: 5
Ambiente: 5

Me gusta

Compartir"
Luis Miguel Estevez Esteban,Local Guide · 282 reseñas · 445 fotos,5 estrellas,Sitio brutal para comer hamburguesas. El pan de las hamburguesas es un lujo. Los aros de cebolla están perfectos. Los postres también están muy bueno. El trato siempre es perfecto las veces que hemos ido. Muy recomendable para degustar hamburguesas en Madrid,Hace un año,"Luis Miguel Estevez Esteban
Local Guide · 282 reseñas · 445 fotos






Hace un año
Sitio brutal para comer hamburguesas. El pan de las hamburguesas es un lujo. Los aros de cebolla están perfectos. Los postres también están muy bueno. El trato siempre es perfecto las veces que hemos ido. Muy recomendable para degustar hamburguesas en Madrid

Me gusta

Compartir"
Marina Masiá Prieto,11 reseñas,3 estrellas,"Recomiendo las hamburguesas y sandwiches, tambien ir a desayunar, pero no hay que salirse de esto. Estuvimos ayer cenando y la verdad, es que fue un tanto decepcionante la comida. Pedimos una ensalada de Burrata y puerros, y bueno, una burrata en el medio del plato y 5 trocitos de puerro muy bien colocados alrededor de 4 canónigos...y luego un postre que se hacia llamar Lemon Pie, pero bastante malo, muy industrial, extra dulce y parecía hecho desde hace días ya que el merengue parecía chicle. Eso si, lo comentamos al camarero y recibió muy bienla críticica y nos dió las gracias. COmo siempre el servicio muy bueno.",Hace un año,"Marina Masiá Prieto
11 reseñas






Hace un año
Recomiendo las hamburguesas y sandwiches, tambien ir a desayunar, pero no hay que salirse de esto. Estuvimos ayer cenando y la verdad, es que fue un tanto decepcionante la comida. Pedimos una ensalada de Burrata y puerros, y bueno, una burrata en el medio del plato y 5 trocitos de puerro muy bien colocados alrededor de 4 canónigos...y luego un postre que se hacia llamar Lemon Pie, pero bastante malo, muy industrial, extra dulce y parecía hecho desde hace días ya que el merengue parecía chicle. Eso si, lo comentamos al camarero y recibió muy bienla críticica y nos dió las gracias. COmo siempre el servicio muy bueno.

Me gusta

Compartir
Respuesta del propietario Hace un año
Hola Marina, sentimos que los platos que pediste ese día en Cafetería HD no estuvieran a la altura de lo esperado. Gracias por informarnos, tendremos en cuenta tu reseña para seguir mejorando. Agradecemos que dediques estas bonitas palabras hacia nuestro equipo. Esperamos volver a verte pronto "
Dativo Donate,31 reseñas,5 estrellas,"No es por la estupenda carta de cafetería (pese a sus precios) ni por el entorno retromoderno y actual a la vez, ni por la música atemporal que no estorba las conversaciones. Lo más agradable de todo es el trato amable y atento de su personal.",Hace 8 meses,"Dativo Donate
31 reseñas






Hace 8 meses
No es por la estupenda carta de cafetería (pese a sus precios) ni por el entorno retromoderno y actual a la vez, ni por la música atemporal que no estorba las conversaciones. Lo más agradable de todo es el trato amable y atento de su personal.

Me gusta

Compartir"
Roberto C N,Local Guide · 11 reseñas · 14 fotos,5 estrellas,Riquísimo café. Muy buenos desayunos y un personal atento y amable,Hace 3 años,"Roberto C N
Local Guide · 11 reseñas · 14 fotos






Hace 3 años
Riquísimo café. Muy buenos desayunos y un personal atento y amable

Me gusta

Compartir
Respuesta del propietario Hace 3 años
Esperamos poder seguir satisfaciéndote siempre que quieras volver <3"
Carlos Perez de Sevilla,Local Guide · 113 reseñas,4 estrellas,"Cafetería ambientada en los años 70, muy agradable y con buen servicio. De la carta destacaría sus hamburguesas. Buen sitio también para tomar una copa tranquilamente. Los camareros siempre atentos y profesionales.",Hace un año,"Carlos Perez de Sevilla
Local Guide · 113 reseñas






Hace un año
Cafetería ambientada en los años 70, muy agradable y con buen servicio. De la carta destacaría sus hamburguesas. Buen sitio también para tomar una copa tranquilamente. Los camareros siempre atentos y profesionales.

Me gusta

Compartir"
Ainhoa Callejo Albarrán,Local Guide · 219 reseñas · 81 fotos,5 estrellas,"El ambiente es muy bueno y agradable... Tranquilo e ideal para trabajar mientras te tomas algo. Ponen un volumen adecuado de música y el decorado está muy bien. Un punto que me llamó la atención, es la reproducción de películas de Tim Burton, me pareció muy original . Merendamos.muy bien y el servicio muy bueno.",Hace 3 años,"Ainhoa Callejo Albarrán
Local Guide · 219 reseñas · 81 fotos






Hace 3 años
El ambiente es muy bueno y agradable... Tranquilo e ideal para trabajar mientras te tomas algo. Ponen un volumen adecuado de música y el decorado está muy bien. Un punto que me llamó la atención, es la reproducción de películas de Tim Burton, me pareció muy original . Merendamos.muy bien y el servicio muy bueno.

Me gusta

Compartir"
Elisabetta Borzini,Local Guide · 192 reseñas · 992 fotos,5 estrellas,"Sinceramente, he pasado por este lugar cientos de veces y siempre pensé que era un buen lugar para parar a tomar una copa. Estaba MUY equivocado: ¡la comida es divina!
Comimos el tataki de atún y la ensalada buttata y compartimos papas fritas, y luego también compartimos una tarta de limón.
¡Todo fue absolutamente delicioso, cuidadosamente elaborado para ser agradable al paladar y a la vista! Mi única recomendación sería servir los puerros calientes en lugar de fríos (en la ensalada), ¡pero todo estuvo perfecto!
Punto extra: la lista de ginebra es interminable. Ven aquí y prueba una ginebra nueva cada vez.
¡Un saludo al personal que estaba muy ocupado y aún así logró ser absolutamente encantador!",Hace 6 meses,"Elisabetta Borzini
Local Guide · 192 reseñas · 992 fotos






Hace 6 meses
Sinceramente, he pasado por este lugar cientos de veces y siempre pensé que era un buen lugar para parar a tomar una copa. Estaba MUY equivocado: ¡la comida es divina!
Comimos el tataki de atún y la ensalada buttata y compartimos papas fritas, y luego también compartimos una tarta de limón.
¡Todo fue absolutamente delicioso, cuidadosamente elaborado para ser agradable al paladar y a la vista! Mi única recomendación sería servir los puerros calientes en lugar de fríos (en la ensalada), ¡pero todo estuvo perfecto!
Punto extra: la lista de ginebra es interminable. Ven aquí y prueba una ginebra nueva cada vez.
¡Un saludo al personal que estaba muy ocupado y aún así logró ser absolutamente encantador!
Servicio
Comí allí
Tipo de comida
Comida
Precio por persona
20-30 €
Comida: 5
Servicio: 5
Ambiente: 5
Platos recomendados
Cheesburguer
Traducido por Google ・ Ver original (inglés)

1

Compartir"
SML13 (Moochie),Local Guide · 65 reseñas · 200 fotos,4 estrellas,"Buen lugar para tomar un desayuno completo!

Probé el 'Sueco Brunch' servido con bagel de salmón, huevos revueltos y yogur con fresas. Se incluyen bebidas frías y calientes.

Estaba bueno y los ingredientes eran frescos. Notarás que los platos se preparan en el momento de pedirlos. Nada de sobras recalentadas.

También me gustó que esta cafetería también sea un buen lugar para almorzar solo.",Hace un año,"SML13 (Moochie)
Local Guide · 65 reseñas · 200 fotos






Hace un año
Buen lugar para tomar un desayuno completo!

Probé el 'Sueco Brunch' servido con bagel de salmón, huevos revueltos y yogur con fresas. Se incluyen bebidas frías y calientes.

Estaba bueno y los ingredientes eran frescos. Notarás que los platos se preparan en el momento de pedirlos. Nada de sobras recalentadas.

También me gustó que esta cafetería también sea un buen lugar para almorzar solo.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
Jonathan Gan,Local Guide · 818 reseñas · 10.172 fotos,5 estrellas,"Muy buen desayuno. El desayuno vegetariano tiene una buena combinación de ingredientes frescos, no demasiado pesado pero que te mantiene lleno. El café es genial. El resto del menú tiene buena pinta, sirve para el brunch, el almuerzo y también para la cena.
El servicio es bueno y rápido.
Tienes asientos interiores y exteriores.
Disfruta 😊",Hace 2 años,"Jonathan Gan
Local Guide · 818 reseñas · 10.172 fotos






Hace 2 años
Muy buen desayuno. El desayuno vegetariano tiene una buena combinación de ingredientes frescos, no demasiado pesado pero que te mantiene lleno. El café es genial. El resto del menú tiene buena pinta, sirve para el brunch, el almuerzo y también para la cena.
El servicio es bueno y rápido.
Tienes asientos interiores y exteriores.
Disfruta 😊
Traducido por Google ・ Ver original (inglés)
4 más

Me gusta

Compartir"
ignacio aguilar,Local Guide · 83 reseñas · 49 fotos,5 estrellas,"Gran lugar para desayunar y almorzar.
Nunca decepcionado",Hace 2 meses,"ignacio aguilar
Local Guide · 83 reseñas · 49 fotos






Hace 2 meses
Gran lugar para desayunar y almorzar.
Nunca decepcionado
Comida: 5
Servicio: 5
Ambiente: 5
Traducido por Google ・ Ver original (inglés)
0:02

Me gusta

Compartir"
Christine Faith Gumalal,Local Guide · 251 reseñas · 1.451 fotos,5 estrellas,¡Sin duda una de las mejores hamburguesas de la ciudad! Sus lados también son geniales. El precio no es tan malo para la comida. El ambiente también es acogedor y tienen una buena selección de cócteles.,Hace 2 años,"Christine Faith Gumalal
Local Guide · 251 reseñas · 1.451 fotos






Hace 2 años
¡Sin duda una de las mejores hamburguesas de la ciudad! Sus lados también son geniales. El precio no es tan malo para la comida. El ambiente también es acogedor y tienen una buena selección de cócteles.
Traducido por Google ・ Ver original (inglés)

Me gusta

Compartir"
